Title,Rating,Year,Genre,Director,Actors,Images
Avengers: Endgame,8.4,2019,Action,Anthony Russo,"['Christopher Markus', 'Stephen McFeely', 'Stan Lee', 'Jack Kirby', 'Joe Simon', 'Jack Kirby', 'Steve Englehart', 'Steve Gan', 'Bill Mantlo', 'Keith Giffen', 'Jim Starlin', 'Stan Lee', 'Larry Lieber', 'Jack Kirby', 'Steve Englehart', 'Don Heck']","https://m.media-amazon.com/images/M/MV5BMTc5MDE2ODcwNV5BMl5BanBnXkFtZTgwMzI2NzQ2NzM@._V1_QL75_UX190_CR0,0,190,281_.jpg"
Braveheart,8.3,1995,Biography,Mel Gibson,"['James Robinson', 'Sean Lawlor', 'Sandy Nelson', 'James Cosmo', 'Sean McGinley', 'Alan Tall', 'Andrew Weir', 'Gerda Stevenson', 'Ralph Riach', 'Mhairi Calvey', 'Brian Cox', 'Patrick McGoohan', 'Peter Hanly', 'Sophie Marceau', 'Stephen Billington', 'Barry McGovern', 'Angus Macfadyen', 'John Kavanagh', 'Alun Armstrong', 'Mel Gibson', 'Catherine McCormack', 'Brendan Gleeson', 'Tommy Flanagan', 'Julie Austin', 'Alex Norton', 'Joanne Bett', 'Rupert Vansittart', 'Michael Byrne', 'Robert Paterson', 'Malcolm Tierney', 'William Scott-Masson', 'Dean Lopata', 'Tam White', 'Donal Gibson', 'Jeanne Marine', 'Martin Dunne', 'Fred Chiverton', 'Ian Bannen', 'Jimmy Chisholm', ""David O'Hara"", 'John Murtagh', 'David McKay', 'Peter Mullan', 'Martin Murphy', 'Gerard McSorley', 'Bernard Horsfall', 'Richard Leaf', 'Daniel Coll', ""Niall O'Brien"", 'Liam Carney', 'Bill Murdoch', 'Phil Kelly', 'Martin Dempsey', 'Jimmy Keogh', 'Joe Savino', 'David Gant', 'Mal Whyte', 'Paul Tucker', 'Stephen Austin-Skordiles', 'John Burns', 'Wayne Byrne', 'Paul Casson-Yardley', 'Jon Church-Fraser', 'Trevor Fehin', 'Graeme Ford', 'John Micheal Foulger', 'Declan Geraghty', 'Greg Jeloudov', 'Jimmy Keegan', 'Andrew Kybett', 'Alastair Thomson Mills', 'Arnold Montey', 'Rana Morrison', ""Jer O'Leary"", 'Derek Pykett', 'Jaroslav Strba']","https://m.media-amazon.com/images/M/MV5BMzkzMmU0YTYtOWM3My00YzBmLWI0YzctOGYyNTkwMWE5MTJkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UY281_CR0,0,190,281_.jpg"
Joker,8.4,2019,Crime,Todd Phillips,"['Todd Phillips', 'Scott Silver', 'Bob Kane', 'Bill Finger', 'Jerry Robinson']","https://m.media-amazon.com/images/M/MV5BNGVjNWI4ZGUtNzE0MS00YTJmLWE0ZDctN2ZiYTk2YmI3NTYyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg"
Princess Mononoke,8.3,1997,Animation,Hayao Miyazaki,"['Hayao Miyazaki', 'Neil Gaiman', 'Hayao Miyazaki', 'Hayao Miyazaki']","https://m.media-amazon.com/images/M/MV5BNjM3NGExNDctYmU0Yy00MTJjLThlNTItMjM4NDBjMGRiMmE5XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX190_CR0,0,190,281_.jpg"
Good Will Hunting,8.3,1997,Drama,Gus Van Sant,"['Matt Damon', 'Ben Affleck', 'Stellan Skarsgård', 'John Mighton', 'Rachel Majorowski', 'Colleen McCauley', 'Casey Affleck', 'Cole Hauser', 'Matt Mercier', 'Ralph St. George', 'Rob Lynds', 'Dan Washington', 'Alison Folland', 'Derrick Bridgeman', 'Vik Sahay', 'Shannon Egleson', 'Rob Lyons', 'Steven Kozlowski', 'Minnie Driver', 'Jennifer Deathe', 'Scott William Winters', 'Philip Williams', ""Patrick O'Donnell"", 'Kevin Rushton', 'Jimmy Flynn', 'Joe Cannon', 'Ann Matacunas', 'George Plimpton', 'Francesco Clemente', 'Robin Williams', 'Jessica Morton', 'Barna Moricz', 'Libby Geller', 'Chas Lawther', 'Richard Fitzpatrick', 'Frank Nakashima', 'Chris Britton', 'David Eisner', 'Bruce Hunter', 'Robert Talvano', 'James Allodi', 'Michael Arthur', 'Steve Bertorelli', 'Nancy Carlsson-Paige', 'Kent Damon', 'Paul Essiembre', 'Jed Griswold', 'Christian Harmony', 'Robert Harrell', 'Elisabeth Anne Hughes', 'Christopher W. Jones', 'Spencer Kayden', 'Harmony Korine', 'Riva Lombardi', 'Thomas Lundy', 'Paul McGillicuddy', 'Michael A. Myles', 'Daniel Olsen', 'Dale Resteghini', 'Brian Rivers', 'Devin Schumacher', 'Gerry Speca', 'Stephen Trouskie', 'Jay Yoo']","https://m.media-amazon.com/images/M/MV5BOTI0MzcxMTYtZDVkMy00NjY1LTgyMTYtZmUxN2M3NmQ2NWJhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,4,190,281_.jpg"
Your Name.,8.4,2016,Animation,Makoto Shinkai,"['Makoto Shinkai', 'Makoto Shinkai', 'Clark Cheng']","https://m.media-amazon.com/images/M/MV5BODRmZDVmNzUtZDA4ZC00NjhkLWI2M2UtN2M0ZDIzNDcxYThjL2ltYWdlXkEyXkFqcGdeQXVyNTk0MzMzODA@._V1_QL75_UX190_CR0,0,190,281_.jpg"
Once Upon a Time in America,8.3,1984,Crime,Sergio Leone,"['Harry Grey', 'Leonardo Benvenuti', 'Piero De Bernardi', 'Enrico Medioli', 'Franco Arcalli', 'Franco Ferrini', 'Sergio Leone', 'Stuart Kaminsky', 'Ernesto Gastaldi']","https://m.media-amazon.com/images/M/MV5BMmQzZjdmZDAtOGE2Yy00MmUwLTljYzgtZTMwMjk3ZDdiOWUyXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_QL75_UX190_CR0,2,190,281_.jpg"
High and Low,8.4,1963,Crime,Akira Kurosawa,"['Hideo Oguni', 'Ryûzô Kikushima', 'Eijirô Hisaita', 'Akira Kurosawa', 'Evan Hunter']","https://m.media-amazon.com/images/M/MV5BOTI4NTNhZDMtMWNkZi00MTRmLWJmZDQtMmJkMGVmZTEzODlhXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX190_CR0,2,190,281_.jpg"
3 Idiots,8.4,2009,Comedy,Rajkumar Hirani,"['Abhijat Joshi', 'Rajkumar Hirani', 'Abhijat Joshi', 'Vidhu Vinod Chopra', 'Chetan Bhagat']","https://m.media-amazon.com/images/M/MV5BNTkyOGVjMGEtNmQzZi00NzFlLTlhOWQtODYyMDc2ZGJmYzFhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UY281_CR3,0,190,281_.jpg"
Singin' in the Rain,8.3,1952,Comedy,Stanley Donen,"['Gene Kelly', ""Donald O'Connor"", 'Debbie Reynolds', 'Jean Hagen', 'Millard Mitchell', 'Cyd Charisse', 'Douglas Fowley', 'Rita Moreno', 'Dawn Addams', 'John Albright', 'Betty Allen', 'Sue Allen', 'John Angelo', 'Marie Ardell', 'Bette Arlen', 'David Bair', 'Jimmy Bates', 'Mary Bayless', 'Marcella Becker', 'Margaret Bert', 'Madge Blake', 'Lulu Mae Bohrman', 'Gail Bonney', 'Chet Brandenburg', 'Tex Brodus', 'Barbara Carroll', 'Gwen Carter', 'Bill Chatham', 'Lyle Clark', 'Mae Clarke', 'Dorinda Clifton', 'Harry Cody', 'Chick Collins', 'Pat Conway', 'Jeanne Coyne', 'Kirk Crivello', 'Ruby C. Currie', 'Roy Damron', 'Fred Datig Jr.', 'Bert Davidson', 'Robert Dayo', 'Gloria Dea', 'Rudy Del Campo', 'Patricia Denise', 'Harry Denny', 'Kay Deslys', 'John Dodsworth', 'King Donovan', 'Michael Dugan', 'Phil Dunham', 'Helen Eby-Rock', 'Marietta Elliott', 'Richard Emory', 'Betty Erbes', 'Charles Evans', 'Luigi Faccuito', 'Tommy Farrell', 'Don Fields', 'Ernie Flatt', 'Bess Flowers', 'George Ford', 'Robert Fortier', 'Bill Foster', 'Dan Foster', 'Robert Foulk', 'Clair Freeman', 'Kathleen Freeman', 'Lance Fuller', 'Doris Fulton', 'Jeanne Gail', 'Glen Gallagher', 'Jon Gardner', 'Diane Garrett', 'Jack George', 'John George', 'Kenneth Gibson', 'Shirley Glickman', 'Mickey Golden', 'Inez Gorman', 'A. Cameron Grant', 'Beatrice Gray', 'Marion Gray', 'Robert Haines', 'William Hamel', 'Betty Hannon', 'Sam Harris', 'Jean Harrison', 'Timmy Hawkins', 'Jack Hendricks', 'Lars Hensen', 'Dean Henson', 'Jean Heremans', 'Stuart Holmes', 'Joyce Horne', 'Don Hulbert', 'Frank Hyers', 'Patricia Jackson', 'Ivor James', 'Morgan Jones', 'David Kasday', 'Jan Kayne', 'Jimmy Kelly', 'Kenner G. Kemp', 'Mike Lally', 'Judy Landon', 'Joi Lansing', 'Janet Lavis', 'Virginia Lee', 'Meredith Leeds', 'William F. Leicester', 'Peggy Leon', 'Diki Lerner', 'Bill Lewin', 'Sylvia Lewis', 'King Lockwood', 'John Logan', 'Leon Lontoc', 'Shirley Lopez', 'Leota Lorraine', 'Joan Maloney', 'Paul Maxey', 'Dorothy McCarty', 'Ann McCrea', 'Philo McCullough', 'Ray McDonald', 'Joseph Mell', 'Sheila Meyers', 'Wade Miller', 'Carl Milletaire', 'Gloria Moore', 'Marilyn Moore', 'Forbes Murray', 'Peggy Murray', 'Sally Musick', 'Anne Neyland', 'Ruth Packard', 'Dorothy Patrick', 'Allen Pinson', ""'Snub' Pollard"", 'Angi O. Poulos', 'George Reeder', 'Charles Regan', 'Shirley Jean Rickert', 'Joanne Rio', 'Joel Robinson', 'Joette Robinson', 'Tony Rocke', 'Victor Romito', 'Dennis Ross', 'Paul Salata', 'Cosmo Sardo', 'Audrey Saunders', 'Russell Saunders', 'William Schallert', 'Phil Schumacher', 'Betty Scott', 'David Sharpe', 'Bert Spencer', 'Elaine Stewart', 'Robert Street', 'Ben Strobach', 'Brick Sullivan', 'Allen Sutherland', 'Julius Tannen', 'Harry Tenbrook', 'Beverly Thomas', 'Beverly Thompson', 'Jimmy Thompson', 'Dee Turnell', 'Dorothy Tuttle', 'Tyra Vaughn', 'Pat Walker', 'Tommy Walker', 'Audrey Washburn', 'Bobby Watson', 'Ray Weamer', 'John Wilder', 'Camille Williams', 'Chalky Williams', 'Robert B. Williams', 'Wilson Wood', 'Adam York', 'Kaylee-Jay Mick York', 'Norma Zimmer']","https://m.media-amazon.com/images/M/MV5BZDRjNGViMjQtOThlMi00MTA3LThkYzQtNzJkYjBkMGE0YzE1XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_QL75_UY281_CR1,0,190,281_.jpg"
Capernaum,8.4,2018,Drama,Nadine Labaki,"['Nadine Labaki', 'Jihad Hojeily', 'Michelle Keserwany', 'Georges Khabbaz', 'Khaled Mouzanar']","https://m.media-amazon.com/images/M/MV5BMmExNzU2ZWMtYzUwYi00YmM2LTkxZTQtNmVhNjY0NTMyMWI2XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UY281_CR1,0,190,281_.jpg"
Requiem for a Dream,8.3,2000,Drama,Darren Aronofsky,"['Hubert Selby Jr.', 'Hubert Selby Jr.', 'Darren Aronofsky']","https://m.media-amazon.com/images/M/MV5BOTdiNzJlOWUtNWMwNS00NmFlLWI0YTEtZmI3YjIzZWUyY2Y3XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX190_CR0,2,190,281_.jpg"
Come and See,8.4,1985,Drama,Elem Klimov,"['Ales Adamovich', 'Ales Adamovich', 'Elem Klimov']","https://m.media-amazon.com/images/M/MV5BODM4Njg0NTAtYjI5Ny00ZjAxLTkwNmItZTMxMWU5M2U3M2RjXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX190_CR0,5,190,281_.jpg"
Toy Story 3,8.3,2010,Animation,Lee Unkrich,"['John Lasseter', 'Andrew Stanton', 'Lee Unkrich', 'Michael Arndt', 'Lee Unkrich', 'Mark Andrews', 'David Reynolds', 'Justin Wright']","https://m.media-amazon.com/images/M/MV5BMTgxOTY4Mjc0MF5BMl5BanBnXkFtZTcwNTA4MDQyMw@@._V1_QL75_UY281_CR5,0,190,281_.jpg"
Star Wars: Episode VI - Return of the Jedi,8.3,1983,Action,Richard Marquand,"['Lawrence Kasdan', 'George Lucas', 'George Lucas']","https://m.media-amazon.com/images/M/MV5BOWZlMjFiYzgtMTUzNC00Y2IzLTk1NTMtZmNhMTczNTk0ODk1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX190_CR0,7,190,281_.jpg"
Eterno resplandor de una mente sin recuerdos,8.3,2004,Drama,Michel Gondry,"['Charlie Kaufman', 'Michel Gondry', 'Pierre Bismuth', 'Charlie Kaufman']","https://m.media-amazon.com/images/M/MV5BMTY4NzcwODg3Nl5BMl5BanBnXkFtZTcwNTEwOTMyMw@@._V1_QL75_UX190_CR0,0,190,281_.jpg"
Oppenheimer,8.3,2023,Biography,Christopher Nolan,"['Cillian Murphy', 'Emily Blunt', 'Robert Downey Jr.', 'Alden Ehrenreich', 'Scott Grimes', 'Jason Clarke', 'Kurt Koehler', 'Tony Goldwyn', 'John Gowans', 'Macon Blair', ""James D'Arcy"", 'Kenneth Branagh', 'Harry Groener', 'Gregory Jbara', 'Ted King', 'Tim DeKay', 'Steven Houska', 'Tom Conti', 'David Krumholtz', 'Petrie Willink', 'Matthias Schweighöfer', 'Josh Hartnett', 'Alex Wolff', 'Josh Zuckerman', 'Rory Keane', 'Michael Angarano', 'Dylan Arnold', 'Emma Dumont', 'Florence Pugh', 'Sadie Stratton', 'Jefferson Hall', 'Britt Kyle', 'Guy Burnet', 'Tom Jenkins', 'Matthew Modine', 'Louise Lombard', 'David Dastmalchian', 'Michael Andrew Baker', 'Jeff Hephner', 'Matt Damon', 'Dane DeHaan', 'Olli Haaskivi', 'David Rysdahl', 'Josh Peck', 'Jack Quaid', 'Brett DelBuono', 'Benny Safdie', 'Gustaf Skarsgård', 'James Urbaniak', 'Trond Fausa', 'Devon Bostick', 'Danny Deferrari', 'Christopher Denham', 'Jessica Erin Martin', 'Ronald Auguste', 'Rami Malek', 'Máté Haumann', 'Olivia Thirlby', 'Jack Cutmore-Scott', 'Casey Affleck', 'Harrison Gilbertson', 'James Remar', 'Will Roberts', 'Pat Skipper', 'Steve Coulter', 'Jeremy John Wells', 'Sean Avery', 'Adam Kroeger', 'Drew Kenney', 'Bryce Johnson', 'Flora Nolan', 'Kerry Westcott', 'Christina Hogue', 'Clay Bunker', 'Tyler Beardsley', 'Maria Teresa Zuppetta', 'Kate French', 'Gary Oldman', 'Hap Lawrence', 'Allan Wayne Anderson', 'Hunter Avant', 'Aevrey Balin', 'John A. Bauer', 'Kevin Berndt', 'David Bertucci', 'Troy Bronson', 'Steven Bullard', 'Ross Buran', 'Andrew Bursiaga', 'Courtney Carl', 'Ryan Cho', 'Samantha Christine', 'Kaleb Clifton', 'Samuel Code', 'Michael DeBartolo', 'Elijah Dierking', 'Russel Donahue', 'Alan Duncan', 'Grayson Eddey', 'Adam Walker Federman', 'Doug Friedman', 'Michelle Ghatan', 'Braden Forrest Gile', 'Brian Glassner', 'Alison Grainger', 'James Paul Gregory', 'Christine Heneise', 'John T. Hillman', 'Katherine Anne Hogan', 'Ben Holmquist', 'Kash Hovey', 'Jeff Jocoy', 'Greg D. Johnson', 'Jacquie Kachmann', 'Asher Kaplan', 'Dirk Kingston', 'Emily Joy Lemus', 'Benjamin Levine', 'Luke Matheis', 'Brendan McManus', 'Connor Mendenhall', 'Gabriel Mora', 'Macy Muxlow', 'Elise Newman', 'Joseph Ortega', 'Jason Pfister', 'David Phyfer', 'Skyler Pierce', 'Michaela Rances', 'Ryan Rathbun', 'Sam Russell', 'Paolo Saglietto', 'Meg Schimelpfenig', 'Susan Elizabeth Shaw', 'Jason Shepard', 'Travis Siemon', 'Ryan Stubo', 'Danielle Swanson', 'Sam Tankersley', 'Jacob Taylor', 'Scott Valentine', 'Jack Wang', 'Kyle Williams', 'Ansa Woo', 'Aamir Yusuf']","https://m.media-amazon.com/images/M/MV5BMDBmYTZjNjUtN2M1MS00MTQ2LTk2ODgtNzc2M2QyZGE5NTVjXkEyXkFqcGdeQXVyNzAwMjU2MTY@._V1_QL75_UX190_CR0,0,190,281_.jpg"
The Hunt,8.3,2012,Drama,Thomas Vinterberg,"['Mads Mikkelsen', 'Thomas Bo Larsen', 'Annika Wedderkopp', 'Lasse Fogelstrøm', 'Susse Wold', 'Anne Louise Hassing', 'Lars Ranthe', 'Alexandra Rapaport', 'Sebastian Bull', 'Steen Ordell Guldbrand Jensen', 'Daniel Engstrup', 'Troels Thorsen', 'Søren Rønholt', 'Hana Shuan', 'Jytte Kvinesdal', 'Josefine Gråbøl', 'Bjarne Henriksen', 'Nicolai Dahl Hamilton', 'Øyvind Hagen-Traberg', 'Allan Wibor Christensen', 'Rikke Bergmann', 'Rasmus Lind Rubin', 'Frank Rubæk', 'Jakob Højlev Jørgensen', 'Nina Christrup', 'Birgit Petersen', 'Karina Fogh Holmkjær', 'Heidi Gross', 'Marie Aktor', 'Mona C. Soliman', 'Mie Ravn Nielsen', 'Kim Westi', 'Thomas Ravn', 'Katrine Brygmann Salomon', 'Rosa', 'Martin Boserup', 'Ole Dupont', 'Dmitriy Svergunov', 'Thomas Vinterberg']","https://m.media-amazon.com/images/M/MV5BMTg2NDg3ODg4NF5BMl5BanBnXkFtZTcwNzk3NTc3Nw@@._V1_QL75_UY281_CR4,0,190,281_.jpg"
2001: A Space Odyssey,8.3,1968,Adventure,Stanley Kubrick,"['Stanley Kubrick', 'Arthur C. Clarke', 'Arthur C. Clarke']","https://m.media-amazon.com/images/M/MV5BMmNlYzRiNDctZWNhMi00MzI4LThkZTctMTUzMmZkMmFmNThmXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX190_CR0,0,190,281_.jpg"
Reservoir Dogs,8.3,1992,Crime,Quentin Tarantino,"['Quentin Tarantino', 'Quentin Tarantino', 'Roger Avary']","https://m.media-amazon.com/images/M/MV5BZmExNmEwYWItYmQzOS00YjA5LTk2MjktZjEyZDE1Y2QxNjA1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,1,190,281_.jpg"
Ikiru,8.3,1952,Drama,Akira Kurosawa,"['Takashi Shimura', ""Shin'ichi Himori"", 'Haruo Tanaka', 'Minoru Chiaki', 'Miki Odagiri', 'Bokuzen Hidari', 'Minosuke Yamada', 'Kamatari Fujiwara', 'Makoto Kobori', 'Nobuo Kaneko', 'Nobuo Nakamura', 'Atsushi Watanabe', 'Isao Kimura', 'Masao Shimizu', 'Yûnosuke Itô', 'Kumeko Urabe', 'Eiko Miyoshi', 'Noriko Honma', ""Yatsuko Tan'ami"", 'Kin Sugai', 'Yoshie Minami', 'Kyôko Seki', 'Kusuo Abe', ""Tomo'o Nagai"", 'Seiji Miyaguchi', 'Daisuke Katô', 'Hiroshi Hayashi', 'Fuyuki Murakami', 'Hirayoshi Aono', 'Toranosuke Ogawa', 'Taizô Fukami', 'Katao Kawasaki', 'Keiichirô Katsumoto', 'Fujio Nagahama', 'Akira Sera', 'Ichirô Chiba', 'Akira Tani', 'Yôyô Kojima', 'Haruko Toyama', 'Mie Asô', 'Toshiyuki Ichimura', 'Harue Kuramoto', 'Rasa Saya', 'Hiroshi Akitsu', 'Shigeo Katô', 'Junpei Natsuki', 'Sachio Sakai']","https://m.media-amazon.com/images/M/MV5BYWM1YmZkNTctZDAwNy00ZTY4LWFjMTktYzU4ZjViMmU1OTJmXkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_QL75_UX190_CR0,2,190,281_.jpg"
Lawrence of Arabia,8.3,1962,Adventure,David Lean,"[""Peter O'Toole"", 'Alec Guinness', 'Anthony Quinn', 'Jack Hawkins', 'Omar Sharif', 'José Ferrer', 'Anthony Quayle', 'Claude Rains', 'Arthur Kennedy', 'Donald Wolfit', 'I.S. Johar', 'Gamil Ratib', 'Michel Ray', 'John Dimech', 'Zia Mohyeddin', 'Howard Marion-Crawford', 'Jack Gwillim', 'Hugh Miller', 'John Barry', 'Bruce Beeby', 'Fred Bennett', 'John Bennett', 'Steve Birtles', 'Robert Bolt', 'Peter Burton', 'J.R.M. Chapman', 'Tim Clutterbuck', 'Barbara Cole', 'John Crewdson', 'Victor Croxford', 'Basil Dignam', 'Peter Dukelow', 'Mohamed El Habachi', 'Norman Fisher', 'Kenneth Fortescue', 'Harry Fowler', 'Charles Gray', 'James Hayter', 'Jack Hedley', 'Rafael Hernández', 'Bert Holliday', 'Noel Howlett', 'Cher Kaoiu', 'Patrick Kavanagh', 'David Lean', 'Ned Lynch', 'Ian MacNaughton', 'Clive Morton', 'Daniel Moynihan', 'Henry Oscar', 'Harry Phipps', 'George Plimpton', 'Bryan Pringle', 'Kamal Rashid', 'Ernie Rice', 'Robert Rietty', 'John Robinson', 'Norman Rossington', 'John Ruddock', 'Fernando Sancho', 'Stuart Saunders', 'Cyril Shaps', 'Jack Sharp', 'George Spence', 'Roy Stevens', 'Graham Tonbridge', 'Barry Warren']","https://m.media-amazon.com/images/M/MV5BYWY5ZjhjNGYtZmI2Ny00ODM0LWFkNzgtZmI1YzA2N2MxMzA0XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_QL75_UY281_CR3,0,190,281_.jpg"
The Apartment,8.3,1960,Comedy,Billy Wilder,"['Jack Lemmon', 'Shirley MacLaine', 'Fred MacMurray', 'Ray Walston', 'Jack Kruschen', 'David Lewis', 'Hope Holiday', 'Joan Shawlee', 'Naomi Stevens', 'Johnny Seven', 'Joyce Jameson', 'Willard Waterman', 'David White', 'Edie Adams', 'Dorothy Abbott', 'Bill Baldwin', 'Paul Bradley', 'Benny Burt', 'Steve Carruthers', 'Lynn Cartwright', 'Dick Cherney', 'Fortune Cookie', 'Mason Curry', 'Franklyn Farnum', 'Richard George', 'Herschel Graham', 'Lars Hensen', 'Eugene Jackson', 'Frances Weintraub Lax', 'David Macklin', 'William Meader', 'Ralph Moratz', ""Monty O'Grady"", 'Joe Palma', 'Paul Power', 'Tony Regan', 'Clark Ross', 'Edith Simmons', 'Hal Smith', 'Norman Stevans', 'Sid Troy']","https://m.media-amazon.com/images/M/MV5BNzkwODFjNzItMmMwNi00MTU5LWE2MzktM2M4ZDczZGM1MmViXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_QL75_UX190_CR0,9,190,281_.jpg"
North by Northwest,8.3,1959,Action,Alfred Hitchcock,"['Cary Grant', 'Eva Marie Saint', 'James Mason', 'Jessie Royce Landis', 'Leo G. Carroll', 'Josephine Hutchinson', 'Philip Ober', 'Martin Landau', 'Adam Williams', 'Edward Platt', 'Robert Ellenstein', 'Les Tremayne', 'Philip Coolidge', 'Patrick McVey', 'Edward Binns', 'Ken Lynch', 'Stanley Adams', 'John Alban', 'Andy Albin', 'John Albright', 'Anne Anderson', 'Don Anderson', 'Ernest Anderson', 'Malcolm Atterbury', 'Tol Avery', 'Sam Bagley', 'Rama Bai', 'Frank Baker', 'Baynes Barron', 'Brandon Beach', 'John Beradino', 'Sara Berner', 'Audrey Betz', 'Stephen Bolster', 'Boyd Cabeen', 'Roger C. Carmel', 'Steve Carruthers', 'Gordon Carveth', 'Taggart Casey', 'Bill Catching', 'Bob Coe', 'David A. Cox', 'Walter Coy', 'Jimmy Cross', 'Lucille Curtis', 'Patricia Cutts', 'Jack Daly', 'John Damler', 'Lawrence Dobkin', 'Donna Douglas', 'Dan Dowling', 'Ken DuMain', 'Daniel Elam', 'Tommy Farrell', 'Jesslyn Fax', 'Adolph Faylauer', 'Bess Flowers', 'Josephine Forsberg', 'Sally Fraser', 'Paul Genge', 'Kenneth Gibson', 'Ned Glass', 'James Gonzalez', 'Tom Greenway', 'Robert Haines', 'Stuart Hall', 'Len Hendry', 'Alfred Hitchcock', 'Stuart Holmes', 'Hideo Inamura', 'Eugene Jackson', 'Bobby Johnson', 'Dick Johnstone', 'Sid Kane', 'Kenner G. Kemp', 'Madge Kennedy', 'Colin Kenny', 'Doreen Lang', 'Perk Lazelle', 'Larry Leverett', 'Carl M. Leviness', 'Caryl Lincoln', 'Alexander Lockwood', 'Leota Lorraine', 'Frank Marlowe', 'Nora Marlowe', 'Tom Marshall', 'Thomas Martin', 'James McCallion', 'Maura McGiveney', 'Carl Milletaire', 'Hans Moebus', 'Howard Negley', ""Monty O'Grady"", ""Henry O'Neill"", 'John Pedrini', 'Murray Pollack', 'Charles Postal', 'Maudie Prickett', 'Hugh Pryor', 'Anthony Redondo', 'Ralph Reed', 'Greg Rhinelander', 'Lili Rosson', 'John Roy', 'Cosmo Sardo', 'Jeffrey Sayre', 'Scott Seaton', 'Harry Seymour', 'Robert Shayne', 'Larry Sherman', 'Ami Silvestre', 'Doris Singh', 'Jeremy Slate', 'Olan Soule', 'Bert Spencer', 'Helen Spring', 'Harvey Stephens', 'Bert Stevens', 'Harry Strang', 'Robert Strong', 'Joe Szorentini', 'Paul Togawa', 'Arthur Tovey', 'Dale Van Sickel', 'Ray Weaver', 'Susan Whitney', 'Luree Wiese', 'Frank Wilcox', 'Lloyd Williams', 'Robert B. Williams', 'Paula Winslowe', 'Wilson Wood', 'Carleton Young', 'Ernesto Zambrano']","https://m.media-amazon.com/images/M/MV5BZDA3NDExMTUtMDlhOC00MmQ5LWExZGUtYmI1NGVlZWI4OWNiXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX190_CR0,2,190,281_.jpg"
Incendies,8.3,2010,Drama,Denis Villeneuve,"['Denis Villeneuve', 'Wajdi Mouawad', 'Valérie Beaugrand-Champagne', 'Denis Villeneuve']","https://m.media-amazon.com/images/M/MV5BMWE3MGYzZjktY2Q5Mi00Y2NiLWIyYWUtMmIyNzA3YmZlMGFhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX190_CR0,2,190,281_.jpg"
Citizen Kane,8.3,1941,Drama,Orson Welles,"['Herman J. Mankiewicz', 'Orson Welles', 'John Houseman', 'Roger Q. Denny', 'Mollie Kent']","https://m.media-amazon.com/images/M/MV5BYjBiOTYxZWItMzdiZi00NjlkLWIzZTYtYmFhZjhiMTljOTdkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX190_CR0,2,190,281_.jpg"
Vertigo,8.3,1958,Mystery,Alfred Hitchcock,"['Alec Coppel', 'Samuel A. Taylor', 'Pierre Boileau', 'Thomas Narcejac', 'Maxwell Anderson']","https://m.media-amazon.com/images/M/MV5BYTE4ODEwZDUtNDFjOC00NjAxLWEzYTQtYTI1NGVmZmFlNjdiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX190_CR0,6,190,281_.jpg"
